#,漢字,等價,異形,聲母,韻母,調
866,茯,,,非風,春公,8
867,袱,,,非風,春公,8
868,栿,,,非風,春公,8
869,服,,,非風,春公,8
870,鵩,,,非風,春公,8
871,箙,,,非風,春公,8
872,𦩟,,,非風,春公,8
873,菔,,,非風,春公,8
874,鮄,,,非風,春公,8
875,㚕,,,非風,春公,8
876,⿰弗攴,,㪄,非風,春公,8
877,𧼗,,,非風,春公,8
878,𧳂,,,非風,春公,8
879,澓,,,非風,春公,8
880,𪀢,,,非風,春公,8
881,𩢰,,,非風,春公,8
882,𥪚,,,非風,春公,8
883,𩎧,,,非風,春公,8
884,瓜,,,求,花瓜,1
885,⿰忄瓜,,,求,花瓜,1
886,苽,,,求,花瓜,1
887,𠛒,,,求,花瓜,1
888,𥄼,,,求,花瓜,1
889,㧓,,,求,花瓜,1
890,媧,,,求,花瓜,1
891,寡,,,求,花瓜,2
892,剮,,,求,花瓜,2
893,叧,,,求,花瓜,2
894,卦,,,求,花瓜,3
895,掛,,,求,花瓜,3
896,挂,,,求,花瓜,3
897,⿱⺳圭,,,求,花瓜,3
898,詿,,,求,花瓜,3
899,褂,,,求,花瓜,3
900,㡁,,,求,花瓜,3
901,絓,,,求,花瓜,3
902,誇,,,氣悉,花瓜,1
903,侉,,,氣悉,花瓜,1
904,姱,,,氣悉,花瓜,1
905,恗,,,氣悉,花瓜,1
906,𠇗,,,氣悉,花瓜,1
907,䠸,,,氣悉,花瓜,1
908,荂,,,氣悉,花瓜,1
909,髁,,,氣悉,花瓜,2
910,跨,,,氣悉,花瓜,3
911,胯,,,氣悉,花瓜,3
912,袴,,,氣悉,花瓜,3
913,咵,,,氣悉,花瓜,3
914,㐄,,,氣悉,花瓜,3
915,夸,,,氣悉,花瓜,3
916,骻,,,氣悉,花瓜,3
917,姱,,,氣悉,花瓜,3
918,抓,,,曾之,花瓜,1
919,摣,,,曾之,花瓜,1
920,耍,,,時授,花瓜,2
921,洒,,,時授,花瓜,2
922,灑,,,時授,花瓜,2
923,葰,,,時授,花瓜,2
924,𣳳,,,時授,花瓜,2
925,𥸗,,,時授,花瓜,2
926,躧,,,時授,花瓜,2
927,掃,,,時授,花瓜,2
928,埽,,,時授,花瓜,2
929,騧,,,鶯亦,花瓜,1
930,𩢍,,,鶯亦,花瓜,1
931,蛙,,,鶯亦,花瓜,1
932,鼃,,,鶯亦,花瓜,1
933,䵷,,,鶯亦,花瓜,1
934,娃,,,鶯亦,花瓜,1
935,哇,,,鶯亦,花瓜,1
936,洼,,,鶯亦,花瓜,1
937,劃,,,鶯亦,花瓜,1
938,呱,,,鶯亦,花瓜,1
939,𠹁,,,鶯亦,花瓜,1
940,窊,,,鶯亦,花瓜,1
941,溛,,,鶯亦,花瓜,1
942,汙,,,鶯亦,花瓜,1
943,洿,,,鶯亦,花瓜,1
944,鴉,,,鶯亦,花瓜,1
945,鵶,,,鶯亦,花瓜,1
946,蝸,,,鶯亦,花瓜,1
947,䫚,,,鶯亦,花瓜,1
948,搲,,,鶯亦,花瓜,1
949,窪,,,鶯亦,花瓜,1
950,𡗷,,,鶯亦,花瓜,1
951,𥧰,,,鶯亦,花瓜,1
952,啞,,,鶯亦,花瓜,1
953,𠛒,,,鶯亦,花瓜,1
954,踝,,,鶯亦,花瓜,2
955,𩸄,,,鶯亦,花瓜,2
956,輠,,,鶯亦,花瓜,2
957,倮,,,鶯亦,花瓜,2
958,撾,,,鶯亦,花瓜,3
959,攨,,,鶯亦,花瓜,3
960,𧲇,,,鶯亦,花瓜,4
961,划,,,鶯亦,花瓜,5
962,畫,,,鶯亦,花瓜,7
963,画,,,鶯亦,花瓜,7
964,𠚇,,,鶯亦,花瓜,7
965,話,,,鶯亦,花瓜,7
966,擭,,,鶯亦,花瓜,7
967,鱯,,,鶯亦,花瓜,7
968,畫,,,鶯亦,花瓜,8
969,𦧉,,,鶯亦,花瓜,8
970,瓦,,,語鳥,花瓜,2
971,㼘,,,語鳥,花瓜,2
972,𡧗,,,語鳥,花瓜,3
973,尳,,,語鳥,花瓜,4
974,瓦,,,語鳥,花瓜,7
975,尳,,,語鳥,花瓜,8
976,𤆬,,,出,花瓜,3
977,花,,,非風,花瓜,1
978,華,,,非風,花瓜,1
979,𨶱,,,非風,花瓜,1
980,𨣄,,,非風,花瓜,1
981,樺,,,非風,花瓜,1
982,觟,,,非風,花瓜,2
983,化,,,非風,花瓜,3
984,叱,,,非風,花瓜,3
985,𠯒,,,非風,花瓜,3
986,𩵏,,,非風,花瓜,3
987,𩲏,,,非風,花瓜,3
988,華,,,非風,花瓜,5
989,𦰗,,,非風,花瓜,5
990,⿳⺿一&CDP-88A6;,蕐,,非風,花瓜,5
991,⿳山一&CDP-88A6;,𡼀,,非風,花瓜,5
992,皣,,,非風,花瓜,5
993,驊,,,非風,花瓜,5
994,譁,,,非風,花瓜,5
995,𧑍,,,非風,花瓜,5
996,划,,,非風,花瓜,5
997,鷨,,,非風,花瓜,5
998,鏵,,,非風,花瓜,5
999,撶,,,非風,花瓜,5
1000,⿱丷&CDP-8BF8;,,,非風,花瓜,5
1001,兩,,,柳,香姜,2
1002,倆,,,柳,香姜,2
1003,魎,,,柳,香姜,2
1004,蜽,,,柳,香姜,2
1005,梁,,,柳,香姜,5
1006,樑,,,柳,香姜,5
1007,粱,,,柳,香姜,5
1008,糧,,,柳,香姜,5
1009,粮,,,柳,香姜,5
1010,量,,,柳,香姜,5
1011,良,,,柳,香姜,5
1012,俍,,,柳,香姜,5
1013,踉,,,柳,香姜,5
1014,凉,,,柳,香姜,5
1015,㹁,,,柳,香姜,5
1016,䝶,,,柳,香姜,5
1017,𨄈,,,柳,香姜,5
1018,輬,,,柳,香姜,5
1019,惊,,,柳,香姜,5
1020,椋,,,柳,香姜,5
1021,蜋,,,柳,香姜,5
1022,𩗬,,,柳,香姜,5
1023,亮,,,柳,香姜,7
1024,諒,,,柳,香姜,7
1025,喨,,,柳,香姜,7
1026,兩,,,柳,香姜,7
1027,輛,,,柳,香姜,7
1028,痕,,,柳,香姜,7
1029,緉,,,柳,香姜,7
1030,倞,,,柳,香姜,7
1031,涼,,,柳,香姜,7
1032,㾗,,,柳,香姜,7
1033,畧,,,柳,香姜,8
1034,略,,,柳,香姜,8
1035,掠,,,柳,香姜,8
1036,𪅅,,,柳,香姜,8
1037,䂮,,,柳,香姜,8
1038,姜,,,求,香姜,1
1039,羗,,,求,香姜,1
1040,薑,,,求,香姜,1
1041,疆,,,求,香姜,1
1042,韁,,,求,香姜,1
1043,涓,,,求,香姜,1
1044,捐,,,求,香姜,1
1045,娟,,,求,香姜,1
1046,鵑,,,求,香姜,1
1047,蠲,,,求,香姜,1
1048,橿,,,求,香姜,1
1049,麠,,,求,香姜,1
1050,礓,,,求,香姜,1
1051,裐,,,求,香姜,1
1052,彊,,,求,香姜,1
1053,𪁸,,,求,香姜,1
1054,殭,,,求,香姜,1
1055,𤀌,,,求,香姜,1
1056,僵,,,求,香姜,1
1057,𧏙,,,求,香姜,1
1058,睊,,,求,香姜,1
1059,鷁,,,求,香姜,1
1060,蹇,,,求,香姜,2
1061,襁,,,求,香姜,2
1062,強,,,求,香姜,2
1063,謇,,,求,香姜,2
1064,搴,,,求,香姜,2
1065,褰,,,求,香姜,2
1066,罥,,,求,香姜,2
1067,𪻅,,,求,香姜,2
1068,獧,,,求,香姜,2
1069,𩝽,,,求,香姜,2
1070,䞿,,,求,香姜,2
1071,𠐻,,,求,香姜,2
1072,𡾰,,,求,香姜,2
1073,𨇥,,,求,香姜,2
1074,鏹,,,求,香姜,2
1075,儇,,,求,香姜,2
1076,蠉,,,求,香姜,2
1077,懁,,,求,香姜,2
1078,譞,,,求,香姜,2
1079,狷,,,求,香姜,2
1080,建,,,求,香姜,3
1081,絭,,,求,香姜,3
1082,䭈,,,求,香姜,3
1083,犍,,,求,香姜,3
1084,絹,,,求,香姜,3
1085,决,,,求,香姜,4
1086,訣,,,求,香姜,4
1087,抉,,,求,香姜,4
1088,決,,,求,香姜,4
1089,鴃,,,求,香姜,4
1090,鵙,,,求,香姜,4
1091,譎,,,求,香姜,4
1092,醵,,,求,香姜,4
1093,𤿩,,,求,香姜,4
1094,𪈴,,,求,香姜,4
1095,戄,,,求,香姜,4
1096,玃,,,求,香姜,4
1097,訐,,,求,香姜,4
1098,躩,,,求,香姜,4
1099,腳,,,求,香姜,4
1100,孑,,,求,香姜,4
1101,赽,,,求,香姜,4
1102,𧝃,,,求,香姜,4
1103,芵,,,求,香姜,4
1104,𧢭,,,求,香姜,4
1105,強,,,求,香姜,5
1106,蔃,,,求,香姜,5
1107,㩖,,,求,香姜,5
1108,健,,,求,香姜,7
1109,謽,,,求,香姜,7
1110,件,,,求,香姜,7
1111,鍵,,,求,香姜,7
1112,踺,,,求,香姜,7
1113,揵,,,求,香姜,7
1114,鞬,,,求,香姜,7
1115,楗,,,求,香姜,7
1116,腔,,,氣悉,香姜,1
1117,𩣼,,,氣悉,香姜,1
1118,⿰目羗,,,氣悉,香姜,3
1119,嗴,,,氣悉,香姜,3
1120,却,,,氣悉,香姜,4
1121,卻,,,氣悉,香姜,4
1122,郄,,,氣悉,香姜,4
1123,钁,,,氣悉,香姜,4
1124,躩,,,氣悉,香姜,4
1125,孑,,,氣悉,香姜,4
1126,劇,,,氣悉,香姜,8
1127,噱,,,氣悉,香姜,8
1128,臄,,,氣悉,香姜,8
1129,醵,,,氣悉,香姜,8
1130,張,,,低聲,香姜,1
1131,粻,,,低聲,香姜,1
1132,倀,,,低聲,香姜,1
1133,長,,,低聲,香姜,2
1134,漲,,,低聲,香姜,2
1135,帳,,,低聲,香姜,3
1136,賬,,,低聲,香姜,3
1137,漲,,,低聲,香姜,3
1138,脹,,,低聲,香姜,3
1139,長,,,低聲,香姜,5
1140,萇,,,低聲,香姜,5
1141,腸,,,低聲,香姜,5
1142,䠆,,,低聲,香姜,5
1143,塲,,,低聲,香姜,5
1144,場,,,低聲,香姜,5
1145,瓺,,,低聲,香姜,5
1146,瘍,,,低聲,香姜,5
1147,㙊,,,低聲,香姜,5
1148,丈,,,低聲,香姜,7
1149,仗,,,低聲,香姜,7
1150,暢,,,他皆,香姜,3
1151,𥠴,,,他皆,香姜,3
1152,𦿄,,,他皆,香姜,3
1153,瘬,,,他皆,香姜,3
1154,悵,,,他皆,香姜,3
1155,韔,,,他皆,香姜,3
1156,鬯,,,他皆,香姜,3
1157,漲,,,他皆,香姜,3
1158,杖,,,他皆,香姜,7
1159,章,,,曾之,香姜,1
1160,璋,,,曾之,香姜,1
1161,彰,,,曾之,香姜,1
1162,嫜,,,曾之,香姜,1
1163,獐,,,曾之,香姜,1
1164,樟,,,曾之,香姜,1
1165,漳,,,曾之,香姜,1
1166,瞕,,,曾之,香姜,1
1167,將,,,曾之,香姜,1
1168,漿,,,曾之,香姜,1
1169,䊢,,,曾之,香姜,1
1170,斨,,,曾之,香姜,1
1171,螿,,,曾之,香姜,1
1172,𢕔,,,曾之,香姜,1
1173,暲,,,曾之,香姜,1
1174,麞,,,曾之,香姜,1
1175,𧽣,,,曾之,香姜,1
1176,鱂,,,曾之,香姜,1
1177,𪅂,,,曾之,香姜,1
1178,騿,,,曾之,香姜,1
1179,摪,,,曾之,香姜,1
1180,慞,,,曾之,香姜,1
1181,鏘,,,曾之,香姜,1
1182,蔣,,,曾之,香姜,2
1183,奬,,,曾之,香姜,2
1184,槳,,,曾之,香姜,2
1185,掌,,,曾之,香姜,2
1186,仉,,,曾之,香姜,2
1187,𤓯,,,曾之,香姜,2
1188,𦺡,,,曾之,香姜,2
1189,鞝,,,曾之,香姜,2
1190,醬,,,曾之,香姜,3
1191,將,,,曾之,香姜,3
1192,嶂,,,曾之,香姜,3
1193,障,,,曾之,香姜,3
1194,瘴,,,曾之,香姜,3
1195,爵,,,曾之,香姜,4
1196,嚼,,,曾之,香姜,4
1197,爝,,,曾之,香姜,4
1198,酌,,,曾之,香姜,4
1199,灼,,,曾之,香姜,4
1200,⿰木爵,,,曾之,香姜,4
1201,𨰜,,,曾之,香姜,4
1202,着,,,曾之,香姜,8
1203,著,,,曾之,香姜,8
1204,娘,,,日女,香姜,5
1205,釀,,,日女,香姜,5
1206,漾,,,日女,香姜,7
1207,讓,,,日女,香姜,7
1208,𥽬,,,日女,香姜,7
1209,商,,,時授,香姜,1
1210,蔏,,,時授,香姜,1
1211,襄,,,時授,香姜,1
1212,勷,,,時授,香姜,1
1213,鑲,,,時授,香姜,1
1214,驤,,,時授,香姜,1
1215,觴,,,時授,香姜,1
1216,湯,,,時授,香姜,1
1217,相,,,時授,香姜,1
1218,鬺,,,時授,香姜,1
1219,𪄲,,,時授,香姜,1
1220,箱,,,時授,香姜,1
1221,廂,,,時授,香姜,1
1222,湘,,,時授,香姜,1
1223,傷,,,時授,香姜,1
1224,殤,,,時授,香姜,1
1225,𤷼,,,時授,香姜,1
1226,緗,,,時授,香姜,1
1227,𪂼,,,時授,香姜,1
1228,纕,,,時授,香姜,1
1229,䵼,,,時授,香姜,1
1230,饟,,,時授,香姜,1
1231,瓖,,,時授,香姜,1
1232,賞,,,時授,香姜,2
1233,上,,,時授,香姜,2
1234,想,,,時授,香姜,2
1235,鮝,,,時授,香姜,2
1236,鑜,,,時授,香姜,2
1237,相,,,時授,香姜,3
1238,削,,,時授,香姜,4
1239,鑠,,,時授,香姜,4
1240,娋,,,時授,香姜,4
1241,𪃅,,,時授,香姜,4
1242,箾,,,時授,香姜,4
1243,常,,,時授,香姜,5
1244,嘗,,,時授,香姜,5
1245,甞,,,時授,香姜,5
1246,裳,,,時授,香姜,5
1247,嫦,,,時授,香姜,5
1248,妲,,,時授,香姜,5
1249,償,,,時授,香姜,5
1250,祥,,,時授,香姜,5
1251,庠,,,時授,香姜,5
1252,詳,,,時授,香姜,5
1253,翔,,,時授,香姜,5
1254,徜,,,時授,香姜,5
1255,𩀯,,,時授,香姜,5
1256,鏛,,,時授,香姜,5
1257,瑺,,,時授,香姜,5
1258,鱨,,,時授,香姜,5
1259,槁,,,時授,香姜,5
1260,上,,,時授,香姜,7
1261,尚,,,時授,香姜,7
1262,癢,,,時授,香姜,7
1263,淵,,,鶯亦,香姜,1
1264,央,,,鶯亦,香姜,1
1265,泱,,,鶯亦,香姜,1
1266,胦,,,鶯亦,香姜,1
1267,殃,,,鶯亦,香姜,1
1268,嫣,,,鶯亦,香姜,1
1269,鴦,,,鶯亦,香姜,1
1270,鳶,,,鶯亦,香姜,1
1271,蔫,,,鶯亦,香姜,1
1272,焉,,,鶯亦,香姜,1
1273,嘕,,,鶯亦,香姜,1
1274,鄢,,,鶯亦,香姜,1
1275,煙,,,鶯亦,香姜,1
1276,咽,,,鶯亦,香姜,1
1277,𣃝,,,鶯亦,香姜,1
1278,鄄,,,鶯亦,香姜,1
1279,燕,,,鶯亦,香姜,1
1280,鉠,,,鶯亦,香姜,1
1281,𨓯,,,鶯亦,香姜,1
1282,𪓛,,,鶯亦,香姜,1
1283,䨊,,,鶯亦,香姜,1
1284,鼝,,,鶯亦,香姜,1
1285,䱀,,,鶯亦,香姜,1
1286,盎,,,鶯亦,香姜,1
1287,養,,,鶯亦,香姜,2
1288,癢,,,鶯亦,香姜,2
1289,壤,,,鶯亦,香姜,2
1290,痒,,,鶯亦,香姜,2
1291,𨱝,,,鶯亦,香姜,2
1292,㔦,,,鶯亦,香姜,2
1293,懩,,,鶯亦,香姜,2
1294,穰,,,鶯亦,香姜,2
1295,瀁,,,鶯亦,香姜,2
1296,蘘,,,鶯亦,香姜,2
1297,恙,,,鶯亦,香姜,3
1298,怏,,,鶯亦,香姜,3
1299,鞅,,,鶯亦,香姜,3
1300,䬬,,,鶯亦,香姜,3
1301,㺊,,,鶯亦,香姜,3
1302,𣉗,,,鶯亦,香姜,3
1303,約,,,鶯亦,香姜,4
1304,謁,,,鶯亦,香姜,4
1305,咽,,,鶯亦,香姜,4
1306,𤝱,,,鶯亦,香姜,4
1307,閱,,,鶯亦,香姜,4
1308,蒻,,,鶯亦,香姜,4
1309,榒,,,鶯亦,香姜,4
1310,𪑦,,,鶯亦,香姜,4
1311,蠮,,,鶯亦,香姜,4
1312,陽,,,鶯亦,香姜,5
1313,煬,,,鶯亦,香姜,5
1314,揚,,,鶯亦,香姜,5
1315,楊,,,鶯亦,香姜,5
1316,暘,,,鶯亦,香姜,5
1317,瘍,,,鶯亦,香姜,5
1318,延,,,鶯亦,香姜,5
1319,筵,,,鶯亦,香姜,5
1320,莚,,,鶯亦,香姜,5
1321,涎,,,鶯亦,香姜,5
1322,蜒,,,鶯亦,香姜,5
1323,羊,,,鶯亦,香姜,5
1324,佯,,,鶯亦,香姜,5
1325,徉,,,鶯亦,香姜,5
1326,烊,,,鶯亦,香姜,5
1327,洋,,,鶯亦,香姜,5
1328,鉛,,,鶯亦,香姜,5
1329,沿,,,鶯亦,香姜,5
1330,然,,,鶯亦,香姜,5
1331,撚,,,鶯亦,香姜,5
1332,燃,,,鶯亦,香姜,5
1333,焉,,,鶯亦,香姜,5
1334,緣,,,鶯亦,香姜,5
1335,鎔,,,鶯亦,香姜,5
1336,䗡,,,鶯亦,香姜,5
1337,𥂸,,,鶯亦,香姜,5
1338,蝝,,,鶯亦,香姜,5
1339,⿺夂巛,巡,,鶯亦,香姜,5
1340,埏,,,鶯亦,香姜,5
1341,郔,,,鶯亦,香姜,5
1342,綖,,,鶯亦,香姜,5
1343,颺,,,鶯亦,香姜,5
1344,𤡮,,,鶯亦,香姜,5
1345,鴹,,,鶯亦,香姜,5
1346,痒,,,鶯亦,香姜,5
1347,劷,,,鶯亦,香姜,5
1348,䳿,,,鶯亦,香姜,5
1349,諹,,,鶯亦,香姜,5
1350,鋋,,,鶯亦,香姜,5
1351,霷,,,鶯亦,香姜,5
1352,禓,,,鶯亦,香姜,5
1353,䀽,,,鶯亦,香姜,5
1354,瑒,,,鶯亦,香姜,5
1355,養,,,鶯亦,香姜,7
1356,樣,,,鶯亦,香姜,7
1357,讓,,,鶯亦,香姜,7
1358,禳,,,鶯亦,香姜,7
1359,漾,,,鶯亦,香姜,7
1360,攘,,,鶯亦,香姜,7
1361,緣,,,鶯亦,香姜,7
1362,躟,,,鶯亦,香姜,7
1363,𧫛,,,鶯亦,香姜,7
1364,懹,,,鶯亦,香姜,7
1365,𢟣,,,鶯亦,香姜,7
1366,爙,,,鶯亦,香姜,7
1367,鬤,,,鶯亦,香姜,7
1368,𠰥,,,鶯亦,香姜,8
1369,若,,,鶯亦,香姜,8
1370,悅,,,鶯亦,香姜,8
1371,說,,,鶯亦,香姜,8
1372,弱,,,鶯亦,香姜,8
1373,蒻,,,鶯亦,香姜,8
1374,藥,,,鶯亦,香姜,8
1375,鑰,,,鶯亦,香姜,8
1376,𨷲,,,鶯亦,香姜,8
1377,禴,,,鶯亦,香姜,8
1378,瀹,,,鶯亦,香姜,8
1379,𥸤,,,鶯亦,香姜,8
1380,躍,,,鶯亦,香姜,8
1381,楉,,,鶯亦,香姜,8
1382,箬,,,鶯亦,香姜,8
1383,爚,,,鶯亦,香姜,8
1384,䶳,,,鶯亦,香姜,8
1385,籥,,,鶯亦,香姜,8
1386,䠯,,,鶯亦,香姜,8
1387,仰,,,語鳥,香姜,2
1388,言,,,語鳥,香姜,5
1389,䇾,,,語鳥,香姜,5
1390,虐,,,語鳥,香姜,8
1391,謔,,,語鳥,香姜,8
1392,瘧,,,語鳥,香姜,8
1393,昌,,,出,香姜,1
1394,閶,,,出,香姜,1
1395,猖,,,出,香姜,1
1396,娼,,,出,香姜,1
1397,倡,,,出,香姜,1
1398,菖,,,出,香姜,1
1399,鯧,,,出,香姜,1
1400,鎗,,,出,香姜,1
1401,蹡,,,出,香姜,1
1402,鏘,,,出,香姜,1
1403,謒,,,出,香姜,1
1404,𨶆,,,出,香姜,1
1405,𪂇,,,出,香姜,1
1406,搶,,,出,香姜,2
1407,敞,,,出,香姜,2
1408,昶,,,出,香姜,2
1409,廠,,,出,香姜,2
1410,氅,,,出,香姜,2
1411,舛,,,出,香姜,2
1412,惝,,,出,香姜,2
1413,𪁺,,,出,香姜,2
1414,倘,,,出,香姜,2
1415,䠀,,,出,香姜,2
1416,𩞥,,,出,香姜,2
1417,蹌,,,出,香姜,2
1418,唱,,,出,香姜,3
1419,匠,,,出,香姜,3
1420,倡,,,出,香姜,3
1421,䞪,,,出,香姜,3
1422,𪀘,,,出,香姜,3
1423,雀,,,出,香姜,4
1424,鵲,,,出,香姜,4
1425,繳,,,出,香姜,4
1426,斮,,,出,香姜,4
1427,爍,,,出,香姜,4
1428,灼,,,出,香姜,4
1429,焯,,,出,香姜,4
1430,爝,,,出,香姜,4
1431,𤏸,,,出,香姜,4
1432,妁,,,出,香姜,4
1433,勺,,,出,香姜,4
1434,芍,,,出,香姜,4
1435,綽,,,出,香姜,4
1436,婥,,,出,香姜,4
1437,鑠,,,出,香姜,4
1438,杓,,,出,香姜,4
1439,碏,,,出,香姜,4
1440,趞,,,出,香姜,4
1441,汋,,,出,香姜,4
1442,䇎,,,出,香姜,4
1443,𪖀,,,出,香姜,4
1444,䱜,,,出,香姜,4
1445,彴,,,出,香姜,4
1446,爵,,,出,香姜,4
1447,墻,,,出,香姜,5
1448,牆,,,出,香姜,5
1449,廧,,,出,香姜,5
1450,⿰爿夾⿱回,牆,,出,香姜,5
1451,嬙,,,出,香姜,5
1452,艢,,,出,香姜,5
1453,薔,,,出,香姜,5
1454,戕,,,出,香姜,5
1455,檣,,,出,香姜,5
1456,蘠,,,出,香姜,5
1457,象,,,出,香姜,7
1458,像,,,出,香姜,7
1459,鞝,,,出,香姜,7
1460,鱌,,,出,香姜,7
1461,潒,,,出,香姜,7
1462,襐,,,出,香姜,7
1463,𨖶,,,出,香姜,7
1464,𦺨,,,出,香姜,7
1465,鐌,,,出,香姜,7
1466,䴂,,,出,香姜,7
1467,勨,,,出,香姜,7
1468,香,,,非風,香姜,1
1469,鄉,,,非風,香姜,1
1470,喧,,,非風,香姜,1
1471,暄,,,非風,香姜,1
1472,晅,,,非風,香姜,1
1473,萱,,,非風,香姜,1
1474,諼,,,非風,香姜,1
1475,薌,,,非風,香姜,1
1476,煊,,,非風,香姜,1
1477,膷,,,非風,香姜,1
1478,翧,,,非風,香姜,1
1479,軒,,,非風,香姜,1
1480,瑄,,,非風,香姜,1
1481,蓒,,,非風,香姜,1
1482,䚯,,,非風,香姜,1
1483,䳦,,,非風,香姜,1
1484,狟,,,非風,香姜,1
1485,昍,,,非風,香姜,1
1486,麘,,,非風,香姜,1
1487,𩠾,,,非風,香姜,1
1488,諠,,,非風,香姜,1
1489,響,,,非風,香姜,2
1490,响,,,非風,香姜,2
1491,享,,,非風,香姜,2
1492,饗,,,非風,香姜,2
1493,烜,,,非風,香姜,2
1494,蠁,,,非風,香姜,2
1495,向,,,非風,香姜,3
1496,餉,,,非風,香姜,3
1497,絢,,,非風,香姜,3
1498,憲,,,非風,香姜,3
1499,獻,,,非風,香姜,3
1500,献,,,非風,香姜,3
1501,眴,,,非風,香姜,3
1502,曏,,,非風,香姜,3
1503,嚮,,,非風,香姜,3
1504,讞,,,非風,香姜,3
1505,騼,,,非風,香姜,3
1506,𧾨,,,非風,香姜,3
1507,甗,,,非風,香姜,3
1508,歇,,,非風,香姜,4
1509,蠍,,,非風,香姜,4
1510,𤢔,,,非風,香姜,4
1511,𦪬,,,非風,香姜,4
1512,蝎,,,非風,香姜,4
1513,柳,,,柳,秋周,2
1514,䱖,,,柳,秋周,2
1515,鰡,,,柳,秋周,2
1516,罶,,,柳,秋周,2
1517,綹,,,柳,秋周,2
1518,鉚,,,柳,秋周,2
1519,茆,,,柳,秋周,2
1520,㚹,,,柳,秋周,2
1521,㧕,,,柳,秋周,2
1522,懰,,,柳,秋周,2
1523,㶯,,,柳,秋周,2
1524,瀏,,,柳,秋周,2
1525,飹,,,柳,秋周,2
1526,𨋖,,,柳,秋周,2
1527,珋,,,柳,秋周,2
1528,籀,,,柳,秋周,3
1529,鎦,,,柳,秋周,3
1530,霤,,,柳,秋周,3
1531,溜,,,柳,秋周,3
1532,留,,,柳,秋周,5
1533,騮,,,柳,秋周,5
1534,榴,,,柳,秋周,5
1535,瘤,,,柳,秋周,5
1536,遛,,,柳,秋周,5
1537,琉,,,柳,秋周,5
1538,硫,,,柳,秋周,5
1539,磂,,,柳,秋周,5
1540,瑠,,,柳,秋周,5
1541,流,,,柳,秋周,5
1542,旒,,,柳,秋周,5
1543,劉,,,柳,秋周,5
1544,鬸,,,柳,秋周,5
1545,𪆱,,,柳,秋周,5
1546,鎏,,,柳,秋周,5
1547,𥧥,,,柳,秋周,5
1548,懰,,,柳,秋周,5
1549,飀,,,柳,秋周,5
1550,𣠚,,,柳,秋周,5
1551,鶹,,,柳,秋周,5
1552,麍,,,柳,秋周,5
1553,䉧,,,柳,秋周,5
1554,餾,,,柳,秋周,7
1555,鬸,,,柳,秋周,7
1556,彪,,,邊,秋周,1
1557,滮,,,邊,秋周,1
1558,髟,,,邊,秋周,1
1559,驫,,,邊,秋周,1
1560,㽱,,,求,秋周,1
1561,𤶀,,,求,秋周,1
1562,鳩,,,求,秋周,1
1563,乆,,,求,秋周,2
1564,久,,,求,秋周,2
1565,玖,,,求,秋周,2
1566,羑,,,求,秋周,2
1567,九,,,求,秋周,2
1568,韮,,,求,秋周,2
1569,韭,,,求,秋周,2
1570,﨣,,,求,秋周,2
1571,糾,,,求,秋周,2
1572,𧾻,,,求,秋周,2
1573,赳,,,求,秋周,2
1574,救,,,求,秋周,3
1575,𧧷,,,求,秋周,3
1576,究,,,求,秋周,3
1577,疚,,,求,秋周,3
1578,廄,,,求,秋周,3
1579,灸,,,求,秋周,3
1580,䬨,,,求,秋周,3
1581,倃,,,求,秋周,3
1582,寁,,,求,秋周,3
1583,匓,,,求,秋周,3
1584,慦,,,求,秋周,3
1585,咎,,,求,秋周,3
1586,䛮,,,求,秋周,3
1587,廐,,,求,秋周,3
1588,求,,,求,秋周,5
1589,球,,,求,秋周,5
1590,毬,,,求,秋周,5
1591,逑,,,求,秋周,5
1592,仇,,,求,秋周,5
1593,虬,,,求,秋周,5
1594,虯,,,求,秋周,5
1595,紌,,,求,秋周,5
1596,頄,,,求,秋周,5
1597,蟉,,,求,秋周,5
1598,訅,,,求,秋周,5
1599,訄,,,求,秋周,5
1600,𧻱,,,求,秋周,5
1601,厹,,,求,秋周,5
1602,𤙠,,,求,秋周,5
1603,殏,,,求,秋周,5
1604,裘,,,求,秋周,5
1605,莍,,,求,秋周,5
1606,⿰白求,,,求,秋周,5
1607,𧢳,,,求,秋周,5
1608,捄,,,求,秋周,5
1609,扏,,,求,秋周,5
1610,𤕾,,,求,秋周,5
1611,𥭑,,,求,秋周,5
1612,絿,,,求,秋周,5
1613,舅,,,求,秋周,7
1614,舊,,,求,秋周,7
1615,𩶧,,,求,秋周,7
1616,𨾹,,,求,秋周,7
1617,𩢹,,,求,秋周,7
1618,柩,,,求,秋周,7
1619,丘,,,氣悉,秋周,1
1620,邱,,,氣悉,秋周,1
1621,蚯,,,氣悉,秋周,1
1622,鳩,,,氣悉,秋周,1
1623,𤴦,,,氣悉,秋周,1
1624,𨳊,,,氣悉,秋周,1
1625,𧲰,,,氣悉,秋周,1
1626,樛,,,氣悉,秋周,1
1627,咎,,,氣悉,秋周,3
1628,𣇬,,,氣悉,秋周,3
1629,𢛃,,,氣悉,秋周,3
1630,䛮,,,氣悉,秋周,3
1631,臼,,,氣悉,秋周,7
1632,𧧖,,,氣悉,秋周,7
1633,鯦,,,氣悉,秋周,7
1634,咎,,,氣悉,秋周,7
1635,𢛃,,,氣悉,秋周,7
1636,䛮,,,氣悉,秋周,7
1637,晷,,,氣悉,秋周,7
